time,link,path,number,flag
63,N001 N005,N001 N005 N006 N010 N011 N002,75,exit link
63,N005 N006,N001 N005 N006 N010 N011 N002,75,enter link
63,N001 N005,N001 N005 N006 N010 N013 N003,75,exit link
63,N005 N006,N001 N005 N006 N010 N013 N003,75,enter link
64,N001 N005,N001 N005 N006 N010 N011 N002,68,enter link
64,N001 N005,N001 N005 N006 N010 N013 N003,69,enter link
64,N001 N012,N001 N012 N006 N010 N011 N002,33,enter link
64,N001 N012,N001 N012 N006 N010 N013 N003,32,enter link
64,N004 N009,N004 N009 N010 N011 N002,60,enter link
64,N004 N009,N004 N009 N010 N013 N003,60,enter link
64,N001 N005,N001 N005 N006 N010 N011 N002,46,exit link
64,N005 N006,N001 N005 N006 N010 N011 N002,46,enter link
64,N001 N005,N001 N005 N006 N010 N013 N003,46,exit link
64,N005 N006,N001 N005 N006 N010 N013 N003,46,enter link
64,N004 N005,N004 N005 N006 N010 N011 N002,28,exit link
64,N005 N006,N004 N005 N006 N010 N011 N002,28,enter link
64,N004 N005,N004 N005 N006 N010 N013 N003,28,exit link
64,N005 N006,N004 N005 N006 N010 N013 N003,28,enter link
65,N001 N005,N001 N005 N009 N010 N011 N002,9,enter link
65,N001 N005,N001 N005 N006 N010 N011 N002,62,enter link
65,N001 N005,N001 N005 N009 N010 N013 N003,15,enter link
65,N001 N005,N001 N005 N006 N010 N013 N003,60,enter link
65,N001 N012,N001 N012 N006 N010 N011 N002,30,enter link
65,N001 N012,N001 N012 N006 N010 N013 N003,26,enter link
65,N004 N009,N004 N009 N010 N011 N002,60,enter link
65,N004 N009,N004 N009 N010 N013 N003,60,enter link
65,N001 N005,N001 N005 N006 N010 N011 N002,38,exit link
65,N005 N006,N001 N005 N006 N010 N011 N002,38,enter link
65,N001 N005,N001 N005 N006 N010 N013 N003,38,exit link
65,N005 N006,N001 N005 N006 N010 N013 N003,38,enter link
65,N004 N005,N004 N005 N006 N010 N011 N002,38,exit link
65,N005 N006,N004 N005 N006 N010 N011 N002,38,enter link
65,N004 N005,N004 N005 N006 N010 N013 N003,38,exit link
65,N005 N006,N004 N005 N006 N010 N013 N003,38,enter link
65,N001 N012,N001 N012 N006 N010 N011 N002,74,exit link
65,N012 N006,N001 N012 N006 N010 N011 N002,74,enter link
65,N001 N012,N001 N012 N006 N010 N013 N003,76,exit link
65,N012 N006,N001 N012 N006 N010 N013 N003,76,enter link
66,N001 N005,N001 N005 N009 N010 N011 N002,63,enter link
66,N001 N005,N001 N005 N006 N010 N011 N002,24,enter link
66,N001 N005,N001 N005 N009 N010 N013 N003,68,enter link
66,N001 N005,N001 N005 N006 N010 N013 N003,24,enter link
66,N001 N012,N001 N012 N006 N010 N011 N002,14,enter link
66,N001 N012,N001 N012 N006 N010 N013 N003,10,enter link
66,N004 N009,N004 N009 N010 N011 N002,60,enter link
66,N004 N009,N004 N009 N010 N013 N003,60,enter link
66,N001 N005,N001 N005 N006 N010 N011 N002,37,exit link
66,N005 N006,N001 N005 N006 N010 N011 N002,37,enter link
66,N001 N005,N001 N005 N006 N010 N013 N003,37,exit link
66,N005 N006,N001 N005 N006 N010 N013 N003,37,enter link
66,N004 N005,N004 N005 N006 N010 N011 N002,37,exit link
66,N005 N006,N004 N005 N006 N010 N011 N002,37,enter link
66,N004 N005,N004 N005 N006 N010 N013 N003,37,exit link
66,N005 N006,N004 N005 N006 N010 N013 N003,37,enter link
66,N001 N012,N001 N012 N006 N010 N011 N002,75,exit link
66,N012 N006,N001 N012 N006 N010 N011 N002,75,enter link
66,N001 N012,N001 N012 N006 N010 N013 N003,75,exit link
66,N012 N006,N001 N012 N006 N010 N013 N003,75,enter link
67,N001 N005,N001 N005 N009 N010 N011 N002,100,enter link
67,N001 N005,N001 N005 N009 N010 N013 N003,100,enter link
67,N004 N009,N004 N009 N010 N011 N002,60,enter link
67,N004 N009,N004 N009 N010 N013 N003,60,enter link
67,N001 N005,N001 N005 N006 N010 N011 N002,38,exit link
67,N005 N006,N001 N005 N006 N010 N011 N002,38,enter link
67,N001 N005,N001 N005 N006 N010 N013 N003,38,exit link
67,N005 N006,N001 N005 N006 N010 N013 N003,38,enter link
67,N004 N005,N004 N005 N006 N010 N011 N002,38,exit link
67,N005 N006,N004 N005 N006 N010 N011 N002,38,enter link
67,N004 N005,N004 N005 N006 N010 N013 N003,38,exit link
67,N005 N006,N004 N005 N006 N010 N013 N003,38,enter link
67,N001 N012,N001 N012 N006 N010 N011 N002,75,exit link
67,N012 N006,N001 N012 N006 N010 N011 N002,75,enter link
67,N001 N012,N001 N012 N006 N010 N013 N003,75,exit link
67,N012 N006,N001 N012 N006 N010 N013 N003,75,enter link
68,N001 N005,N001 N005 N009 N010 N011 N002,100,enter link
68,N001 N005,N001 N005 N009 N010 N013 N003,100,enter link
68,N004 N009,N004 N009 N010 N011 N002,60,enter link
68,N004 N009,N004 N009 N010 N013 N003,60,enter link
68,N001 N005,N001 N005 N006 N010 N011 N002,37,exit link
68,N005 N006,N001 N005 N006 N010 N011 N002,37,enter link
68,N001 N005,N001 N005 N006 N010 N013 N003,37,exit link
68,N005 N006,N001 N005 N006 N010 N013 N003,37,enter link
68,N004 N005,N004 N005 N006 N010 N011 N002,37,exit link
68,N005 N006,N004 N005 N006 N010 N011 N002,37,enter link
68,N004 N005,N004 N005 N006 N010 N013 N003,37,exit link
68,N005 N006,N004 N005 N006 N010 N013 N003,37,enter link
68,N001 N012,N001 N012 N006 N010 N011 N002,75,exit link
68,N012 N006,N001 N012 N006 N010 N011 N002,75,enter link
68,N001 N012,N001 N012 N006 N010 N013 N003,75,exit link
68,N012 N006,N001 N012 N006 N010 N013 N003,75,enter link
69,N001 N005,N001 N005 N009 N010 N011 N002,100,enter link
69,N001 N005,N001 N005 N009 N010 N013 N003,101,enter link
69,N004 N009,N004 N009 N010 N011 N002,60,enter link
69,N004 N009,N004 N009 N010 N013 N003,61,enter link
69,N001 N005,N001 N005 N006 N010 N011 N002,38,exit link
69,N005 N006,N001 N005 N006 N010 N011 N002,38,enter link
69,N001 N005,N001 N005 N006 N010 N013 N003,38,exit link
69,N005 N006,N001 N005 N006 N010 N013 N003,38,enter link
69,N004 N005,N004 N005 N006 N010 N011 N002,38,exit link
69,N005 N006,N004 N005 N006 N010 N011 N002,38,enter link
69,N004 N005,N004 N005 N006 N010 N013 N003,38,exit link
69,N005 N006,N004 N005 N006 N010 N013 N003,38,enter link
69,N001 N012,N001 N012 N006 N010 N011 N002,75,exit link
69,N012 N006,N001 N012 N006 N010 N011 N002,75,enter link
69,N001 N012,N001 N012 N006 N010 N013 N003,75,exit link
69,N012 N006,N001 N012 N006 N010 N013 N003,75,enter link
70,N001 N005,N001 N005 N009 N010 N011 N002,100,enter link
70,N001 N005,N001 N005 N009 N010 N013 N003,100,enter link
70,N004 N009,N004 N009 N010 N011 N002,60,enter link
70,N004 N009,N004 N009 N010 N013 N003,60,enter link
70,N001 N005,N001 N005 N006 N010 N011 N002,37,exit link
70,N005 N006,N001 N005 N006 N010 N011 N002,37,enter link
70,N001 N005,N001 N005 N006 N010 N013 N003,37,exit link
70,N005 N006,N001 N005 N006 N010 N013 N003,37,enter link
70,N004 N005,N004 N005 N006 N010 N011 N002,37,exit link
70,N005 N006,N004 N005 N006 N010 N011 N002,37,enter link
70,N004 N005,N004 N005 N006 N010 N013 N003,37,exit link
70,N005 N006,N004 N005 N006 N010 N013 N003,37,enter link
70,N001 N012,N001 N012 N006 N010 N011 N002,75,exit link
70,N012 N006,N001 N012 N006 N010 N011 N002,75,enter link
70,N001 N012,N001 N012 N006 N010 N013 N003,75,exit link
70,N012 N006,N001 N012 N006 N010 N013 N003,75,enter link
71,N001 N005,N001 N005 N009 N010 N011 N002,100,enter link
71,N001 N005,N001 N005 N009 N010 N013 N003,100,enter link
71,N004 N009,N004 N009 N010 N011 N002,61,enter link
71,N004 N009,N004 N009 N010 N013 N003,61,enter link
71,N001 N005,N001 N005 N006 N010 N011 N002,40,exit link
71,N005 N006,N001 N005 N006 N010 N011 N002,40,enter link
71,N001 N005,N001 N005 N006 N010 N013 N003,40,exit link
71,N005 N006,N001 N005 N006 N010 N013 N003,40,enter link
71,N004 N005,N004 N005 N006 N010 N011 N002,35,exit link
71,N005 N006,N004 N005 N006 N010 N011 N002,35,enter link
71,N004 N005,N004 N005 N006 N010 N013 N003,35,exit link
71,N005 N006,N004 N005 N006 N010 N013 N003,35,enter link
71,N001 N012,N001 N012 N006 N010 N011 N002,75,exit link
71,N012 N006,N001 N012 N006 N010 N011 N002,75,enter link
71,N001 N012,N001 N012 N006 N010 N013 N003,75,exit link
71,N012 N006,N001 N012 N006 N010 N013 N003,75,enter link
72,N001 N005,N001 N005 N009 N010 N011 N002,100,enter link
72,N001 N005,N001 N005 N009 N010 N013 N003,100,enter link
72,N004 N009,N004 N009 N010 N011 N002,60,enter link
72,N004 N009,N004 N009 N010 N013 N003,61,enter link
72,N001 N005,N001 N005 N006 N010 N011 N002,50,exit link
72,N005 N006,N001 N005 N006 N010 N011 N002,50,enter link
72,N001 N005,N001 N005 N006 N010 N013 N003,50,exit link
72,N005 N006,N001 N005 N006 N010 N013 N003,50,enter link
72,N004 N005,N004 N005 N006 N010 N011 N002,25,exit link
72,N005 N006,N004 N005 N006 N010 N011 N002,25,enter link
72,N004 N005,N004 N005 N006 N010 N013 N003,25,exit link
72,N005 N006,N004 N005 N006 N010 N013 N003,25,enter link
72,N001 N012,N001 N012 N006 N010 N011 N002,75,exit link
72,N012 N006,N001 N012 N006 N010 N011 N002,75,enter link
72,N001 N012,N001 N012 N006 N010 N013 N003,75,exit link
72,N012 N006,N001 N012 N006 N010 N013 N003,75,enter link
73,N001 N005,N001 N005 N009 N010 N011 N002,100,enter link
73,N001 N005,N001 N005 N009 N010 N013 N003,101,enter link
73,N004 N009,N004 N009 N010 N011 N002,60,enter link
73,N004 N009,N004 N009 N010 N013 N003,60,enter link
73,N001 N005,N001 N005 N006 N010 N011 N002,58,exit link
73,N005 N006,N001 N005 N006 N010 N011 N002,58,enter link
73,N001 N005,N001 N005 N006 N010 N013 N003,58,exit link
73,N005 N006,N001 N005 N006 N010 N013 N003,58,enter link
73,N004 N005,N004 N005 N006 N010 N011 N002,16,exit link
73,N005 N006,N004 N005 N006 N010 N011 N002,16,enter link
73,N004 N005,N004 N005 N006 N010 N013 N003,16,exit link
73,N005 N006,N004 N005 N006 N010 N013 N003,16,enter link
73,N001 N012,N001 N012 N006 N010 N011 N002,75,exit link
73,N012 N006,N001 N012 N006 N010 N011 N002,75,enter link
73,N001 N012,N001 N012 N006 N010 N013 N003,75,exit link
73,N012 N006,N001 N012 N006 N010 N013 N003,75,enter link
74,N001 N005,N001 N005 N009 N010 N011 N002,100,enter link
74,N001 N005,N001 N005 N009 N010 N013 N003,101,enter link
74,N004 N009,N004 N009 N010 N011 N002,60,enter link
74,N004 N009,N004 N009 N010 N013 N003,60,enter link
74,N001 N005,N001 N005 N006 N010 N011 N002,64,exit link
74,N005 N006,N001 N005 N006 N010 N011 N002,64,enter link
74,N001 N005,N001 N005 N006 N010 N013 N003,64,exit link
74,N005 N006,N001 N005 N006 N010 N013 N003,64,enter link
74,N004 N005,N004 N005 N006 N010 N011 N002,10,exit link
74,N005 N006,N004 N005 N006 N010 N011 N002,10,enter link
74,N004 N005,N004 N005 N006 N010 N013 N003,10,exit link
74,N005 N006,N004 N005 N006 N010 N013 N003,10,enter link
74,N001 N012,N001 N012 N006 N010 N011 N002,75,exit link
74,N012 N006,N001 N012 N006 N010 N011 N002,75,enter link
74,N001 N012,N001 N012 N006 N010 N013 N003,75,exit link
74,N012 N006,N001 N012 N006 N010 N013 N003,75,enter link
75,N001 N005,N001 N005 N009 N010 N011 N002,100,enter link
75,N001 N005,N001 N005 N009 N010 N013 N003,101,enter link
75,N004 N005,N004 N005 N009 N010 N011 N002,8,enter link
75,N004 N005,N004 N005 N009 N010 N013 N003,8,enter link
75,N004 N009,N004 N009 N010 N011 N002,53,enter link
75,N004 N009,N004 N009 N010 N013 N003,53,enter link
75,N001 N005,N001 N005 N006 N010 N011 N002,70,exit link
75,N005 N006,N001 N005 N006 N010 N011 N002,70,enter link
75,N001 N005,N001 N005 N006 N010 N013 N003,70,exit link
75,N005 N006,N001 N005 N006 N010 N013 N003,70,enter link
75,N004 N005,N004 N005 N006 N010 N011 N002,4,exit link
75,N005 N006,N004 N005 N006 N010 N011 N002,4,enter link
75,N004 N005,N004 N005 N006 N010 N013 N003,4,exit link
75,N005 N006,N004 N005 N006 N010 N013 N003,4,enter link
75,N001 N012,N001 N012 N006 N010 N011 N002,75,exit link
75,N012 N006,N001 N012 N006 N010 N011 N002,75,enter link
75,N001 N012,N001 N012 N006 N010 N013 N003,75,exit link
75,N012 N006,N001 N012 N006 N010 N013 N003,75,enter link
76,N001 N005,N001 N005 N009 N010 N011 N002,100,enter link
76,N001 N005,N001 N005 N009 N010 N013 N003,101,enter link
76,N004 N005,N004 N005 N009 N010 N011 N002,14,enter link
76,N004 N005,N004 N005 N009 N010 N013 N003,14,enter link
76,N004 N009,N004 N009 N010 N011 N002,47,enter link
76,N004 N009,N004 N009 N010 N013 N003,47,enter link
76,N001 N005,N001 N005 N006 N010 N011 N002,74,exit link
76,N005 N006,N001 N005 N006 N010 N011 N002,74,enter link
76,N001 N005,N001 N005 N006 N010 N013 N003,74,exit link
76,N005 N006,N001 N005 N006 N010 N013 N003,74,enter link
76,N004 N005,N004 N005 N006 N010 N011 N002,1,exit link
76,N005 N006,N004 N005 N006 N010 N011 N002,1,enter link
76,N004 N005,N004 N005 N006 N010 N013 N003,1,exit link
76,N005 N006,N004 N005 N006 N010 N013 N003,1,enter link
76,N001 N012,N001 N012 N006 N010 N011 N002,75,exit link
76,N012 N006,N001 N012 N006 N010 N011 N002,75,enter link
76,N001 N012,N001 N012 N006 N010 N013 N003,75,exit link
76,N012 N006,N001 N012 N006 N010 N013 N003,75,enter link
77,N001 N005,N001 N005 N009 N010 N011 N002,100,enter link
77,N001 N005,N001 N005 N009 N010 N013 N003,101,enter link
77,N004 N005,N004 N005 N009 N010 N011 N002,19,enter link
77,N004 N005,N004 N005 N009 N010 N013 N003,19,enter link
77,N004 N009,N004 N009 N010 N011 N002,42,enter link
77,N004 N009,N004 N009 N010 N013 N003,42,enter link
77,N001 N005,N001 N005 N006 N010 N011 N002,75,exit link
77,N005 N006,N001 N005 N006 N010 N011 N002,75,enter link
77,N001 N005,N001 N005 N006 N010 N013 N003,75,exit link
77,N005 N006,N001 N005 N006 N010 N013 N003,75,enter link
77,N001 N012,N001 N012 N006 N010 N011 N002,75,exit link
77,N012 N006,N001 N012 N006 N010 N011 N002,75,enter link
77,N001 N012,N001 N012 N006 N010 N013 N003,75,exit link
77,N012 N006,N001 N012 N006 N010 N013 N003,75,enter link
78,N001 N005,N001 N005 N009 N010 N011 N002,100,enter link
78,N001 N005,N001 N005 N009 N010 N013 N003,100,enter link
78,N004 N005,N004 N005 N009 N010 N011 N002,23,enter link
78,N004 N005,N004 N005 N009 N010 N013 N003,23,enter link
78,N004 N009,N004 N009 N010 N011 N002,38,enter link
78,N004 N009,N004 N009 N010 N013 N003,38,enter link
78,N001 N005,N001 N005 N006 N010 N011 N002,75,exit link
78,N005 N006,N001 N005 N006 N010 N011 N002,75,enter link
78,N001 N005,N001 N005 N006 N010 N013 N003,75,exit link
78,N005 N006,N001 N005 N006 N010 N013 N003,75,enter link
78,N001 N012,N001 N012 N006 N010 N011 N002,75,exit link
78,N012 N006,N001 N012 N006 N010 N011 N002,75,enter link
78,N001 N012,N001 N012 N006 N010 N013 N003,75,exit link
78,N012 N006,N001 N012 N006 N010 N013 N003,75,enter link
79,N001 N005,N001 N005 N009 N010 N011 N002,101,enter link
79,N001 N005,N001 N005 N009 N010 N013 N003,101,enter link
79,N004 N005,N004 N005 N009 N010 N011 N002,26,enter link
79,N004 N005,N004 N005 N009 N010 N013 N003,25,enter link
79,N004 N009,N004 N009 N010 N011 N002,35,enter link
79,N004 N009,N004 N009 N010 N013 N003,36,enter link
79,N001 N005,N001 N005 N006 N010 N011 N002,75,exit link
79,N005 N006,N001 N005 N006 N010 N011 N002,75,enter link
79,N001 N005,N001 N005 N006 N010 N013 N003,75,exit link
79,N005 N006,N001 N005 N006 N010 N013 N003,75,enter link
79,N001 N012,N001 N012 N006 N010 N011 N002,75,exit link
79,N012 N006,N001 N012 N006 N010 N011 N002,75,enter link
79,N001 N012,N001 N012 N006 N010 N013 N003,75,exit link
79,N012 N006,N001 N012 N006 N010 N013 N003,75,enter link
80,N001 N005,N001 N005 N009 N010 N011 N002,101,enter link
80,N001 N005,N001 N005 N009 N010 N013 N003,101,enter link
80,N004 N005,N004 N005 N009 N010 N011 N002,27,enter link
80,N004 N005,N004 N005 N009 N010 N013 N003,27,enter link
80,N004 N009,N004 N009 N010 N011 N002,34,enter link
80,N004 N009,N004 N009 N010 N013 N003,34,enter link
80,N001 N005,N001 N005 N006 N010 N011 N002,75,exit link
80,N005 N006,N001 N005 N006 N010 N011 N002,75,enter link
80,N001 N005,N001 N005 N006 N010 N013 N003,75,exit link
80,N005 N006,N001 N005 N006 N010 N013 N003,75,enter link
80,N001 N012,N001 N012 N006 N010 N011 N002,75,exit link
80,N012 N006,N001 N012 N006 N010 N011 N002,75,enter link
80,N001 N012,N001 N012 N006 N010 N013 N003,75,exit link
80,N012 N006,N001 N012 N006 N010 N013 N003,75,enter link
81,N001 N005,N001 N005 N009 N010 N011 N002,100,enter link
81,N001 N005,N001 N005 N009 N010 N013 N003,100,enter link
81,N004 N005,N004 N005 N009 N010 N011 N002,25,enter link
81,N004 N005,N004 N005 N009 N010 N013 N003,26,enter link
81,N004 N009,N004 N009 N010 N011 N002,36,enter link
81,N004 N009,N004 N009 N010 N013 N003,35,enter link
81,N001 N005,N001 N005 N006 N010 N011 N002,75,exit link
81,N005 N006,N001 N005 N006 N010 N011 N002,75,enter link
81,N001 N005,N001 N005 N006 N010 N013 N003,75,exit link
81,N005 N006,N001 N005 N006 N010 N013 N003,75,enter link
81,N001 N012,N001 N012 N006 N010 N011 N002,75,exit link
81,N012 N006,N001 N012 N006 N010 N011 N002,75,enter link
81,N001 N012,N001 N012 N006 N010 N013 N003,75,exit link
81,N012 N006,N001 N012 N006 N010 N013 N003,75,enter link
82,N001 N005,N001 N005 N009 N010 N011 N002,100,enter link
82,N001 N005,N001 N005 N009 N010 N013 N003,100,enter link
82,N004 N005,N004 N005 N009 N010 N011 N002,27,enter link
82,N004 N005,N004 N005 N009 N010 N013 N003,28,enter link
82,N004 N009,N004 N009 N010 N011 N002,34,enter link
82,N004 N009,N004 N009 N010 N013 N003,33,enter link
82,N001 N005,N001 N005 N006 N010 N011 N002,75,exit link
82,N005 N006,N001 N005 N006 N010 N011 N002,75,enter link
82,N001 N005,N001 N005 N006 N010 N013 N003,75,exit link
82,N005 N006,N001 N005 N006 N010 N013 N003,75,enter link
82,N001 N012,N001 N012 N006 N010 N011 N002,75,exit link
82,N012 N006,N001 N012 N006 N010 N011 N002,75,enter link
82,N001 N012,N001 N012 N006 N010 N013 N003,75,exit link
82,N012 N006,N001 N012 N006 N010 N013 N003,75,enter link
83,N001 N005,N001 N005 N009 N010 N011 N002,100,enter link
83,N001 N005,N001 N005 N009 N010 N013 N003,100,enter link
83,N004 N005,N004 N005 N009 N010 N011 N002,18,enter link
83,N004 N005,N004 N005 N009 N010 N013 N003,19,enter link
83,N004 N009,N004 N009 N010 N011 N002,43,enter link
83,N004 N009,N004 N009 N010 N013 N003,42,enter link
83,N001 N005,N001 N005 N006 N010 N011 N002,75,exit link
83,N005 N006,N001 N005 N006 N010 N011 N002,75,enter link
83,N001 N005,N001 N005 N006 N010 N013 N003,74,exit link
83,N005 N006,N001 N005 N006 N010 N013 N003,74,enter link
83,N001 N012,N001 N012 N006 N010 N011 N002,75,exit link
83,N012 N006,N001 N012 N006 N010 N011 N002,75,enter link
83,N001 N012,N001 N012 N006 N010 N013 N003,75,exit link
83,N012 N006,N001 N012 N006 N010 N013 N003,75,enter link
84,N001 N005,N001 N005 N009 N010 N011 N002,92,enter link
84,N001 N005,N001 N005 N009 N010 N013 N003,92,enter link
84,N001 N012,N001 N012 N006 N010 N011 N002,9,enter link
84,N001 N012,N001 N012 N006 N010 N013 N003,9,enter link
84,N004 N005,N004 N005 N009 N010 N011 N002,41,enter link
84,N004 N005,N004 N005 N009 N010 N013 N003,42,enter link
84,N004 N009,N004 N009 N010 N011 N002,20,enter link
84,N004 N009,N004 N009 N010 N013 N003,19,enter link
84,N001 N005,N001 N005 N006 N010 N011 N002,75,exit link
84,N005 N006,N001 N005 N006 N010 N011 N002,75,enter link
84,N001 N005,N001 N005 N006 N010 N013 N003,74,exit link
84,N005 N006,N001 N005 N006 N010 N013 N003,74,enter link
84,N001 N012,N001 N012 N006 N010 N011 N002,75,exit link
84,N012 N006,N001 N012 N006 N010 N011 N002,75,enter link
84,N001 N012,N001 N012 N006 N010 N013 N003,75,exit link
84,N012 N006,N001 N012 N006 N010 N013 N003,75,enter link
85,N001 N005,N001 N005 N009 N010 N011 N002,171,enter link
85,N001 N005,N001 N005 N009 N013 N003,6,enter link
85,N001 N005,N001 N005 N009 N010 N013 N003,171,enter link
85,N001 N012,N001 N012 N006 N010 N011 N002,163,enter link
85,N001 N012,N001 N012 N006 N010 N013 N003,158,enter link
85,N004 N005,N004 N005 N009 N010 N011 N002,83,enter link
85,N004 N005,N004 N005 N009 N010 N013 N003,86,enter link
85,N004 N009,N004 N009 N010 N011 N002,118,enter link
85,N004 N009,N004 N009 N010 N013 N003,115,enter link
85,N001 N005,N001 N005 N006 N010 N011 N002,74,exit link
85,N005 N006,N001 N005 N006 N010 N011 N002,74,enter link
85,N001 N005,N001 N005 N006 N010 N013 N003,74,exit link
85,N005 N006,N001 N005 N006 N010 N013 N003,74,enter link
85,N001 N012,N001 N012 N006 N010 N011 N002,75,exit link
85,N012 N006,N001 N012 N006 N010 N011 N002,75,enter link
85,N001 N012,N001 N012 N006 N010 N013 N003,75,exit link
85,N012 N006,N001 N012 N006 N010 N013 N003,75,enter link
85,N004 N009,N004 N009 N010 N011 N002,45,exit link
85,N009 N010,N004 N009 N010 N011 N002,45,enter link
85,N004 N009,N004 N009 N010 N013 N003,45,exit link
85,N009 N010,N004 N009 N010 N013 N003,45,enter link
86,N001 N005,N001 N005 N009 N010 N011 N002,156,enter link
86,N001 N005,N001 N005 N009 N010 N013 N003,159,enter link
86,N001 N012,N001 N012 N006 N010 N011 N002,178,enter link
